GT inlier,Correspondence,Adjust,Reduce,Total time, Inlier rate,Recall,Precision,F1-score
508.2,4890.8,0.1,738.8,0.219,0.102211,0.942478,0.950894,0.946138
886.4,4486.2,0.2,1023.8,0.1784,0.189658,0.944921,0.981482,0.962746
890.6,3018.8,0.3,938,0.061,0.2773,0.932474,0.992166,0.961276
890.6,2254.4,0.4,898.6,0.0312,0.363007,0.913396,0.993941,0.951574
890.6,1798.6,0.5,879.2,0.0234,0.444975,0.889937,0.990556,0.937026
890.6,1496.2,0.6,860.8,0.0212,0.514999,0.86379,0.998617,0.925879
890.6,1280.8,0.7,925.4,0.0156,0.626061,0.899868,0.999789,0.946923
890.6,1119.8,0.8,907.6,0.0138,0.689492,0.863958,0.996809,0.924579
890.6,994.6,0.9,903.6,0.014,0.7942,0.886986,1,0.937463
