GT inlier,Correspondence,Adjust,Reduce,Total time, Inlier rate,Recall,Precision,F1-score
266.4,2614.6,0.1,418.8,0.2104,0.0954292,0.903716,0.969506,0.934689
397.2,2036.4,0.2,511.2,0.0992,0.18409,0.935644,0.991357,0.96262
397.2,1346,0.3,468.4,0.0614,0.266413,0.894546,0.990851,0.939728
397.2,1005.2,0.4,432.2,0.0242,0.350598,0.882599,0.994782,0.934303
397.2,802,0.5,427.2,0.0232,0.439611,0.879784,0.990899,0.931029
397.2,667,0.6,427,0.016,0.522859,0.875772,0.997519,0.930516
397.2,571,0.7,416,0.015,0.612242,0.878476,0.99823,0.932215
397.2,499,0.8,408.2,0.0128,0.71012,0.891247,0.999142,0.94016
397.2,443.4,0.9,403.4,0.013,0.790195,0.882059,1,0.936288
