GT inlier,Correspondence,Adjust,Reduce,Total time, Inlier rate,Recall,Precision,F1-score
589.8,5623.4,0.1,879.2,0.3676,0.0930131,0.781953,0.837936,0.80487
927,4698.4,0.2,1114.2,0.0792,0.188645,0.950859,0.993202,0.971396
969.2,3285,0.3,1000.4,0.031,0.282969,0.953102,0.993792,0.972991
969.2,2453.2,0.4,913.8,0.0272,0.377107,0.951116,0.996451,0.973085
969.2,1957.6,0.5,884.6,0.0222,0.459872,0.927261,0.998352,0.959749
969.2,1628.6,0.6,973.4,0.0196,0.560092,0.940761,0.999695,0.969068
969.2,1394,0.7,952.2,0.0158,0.656582,0.9438,0.999407,0.970174
969.2,1218.8,0.8,931.4,0.0146,0.745889,0.937377,0.999396,0.966737
969.2,1082.2,0.9,955.4,0.0126,0.83446,0.931547,0.999838,0.964332
