GT inlier,Correspondence,Adjust,Reduce,Total time, Inlier rate,Recall,Precision,F1-score
148.139,1481.58,0.1,153.028,0.819306,0.091726,0.912311,0.994548,0.947496
277.306,1386.72,0.2,253.417,0.0824722,0.186119,0.928328,0.997249,0.958138
372.278,1240.89,0.3,318.306,0.0324444,0.282517,0.939486,0.997665,0.965658
449.25,1123.06,0.4,378.444,0.0211667,0.371966,0.928848,0.998931,0.958518
502.083,1004.17,0.5,417.639,0.0170833,0.453034,0.90531,0.999141,0.943201
539.583,899.278,0.6,445.083,0.0145278,0.551293,0.918398,0.999515,0.95315
549.417,784.917,0.7,502.556,0.0120556,0.670028,0.956842,0.999651,0.976945
550.417,687.889,0.8,492.667,0.0118333,0.767272,0.958776,0.999865,0.977962
550.417,611.556,0.9,514.639,0.0116111,0.854764,0.949533,0.999908,0.973095
