GT inlier,Correspondence,Adjust,Reduce,Total time, Inlier rate,Recall,Precision,F1-score
508.2,4890.8,0.1,738.8,0.2406,0.103105,0.941811,0.942113,0.941609
886.4,4486.2,0.2,1023.8,0.1046,0.189634,0.945181,0.981996,0.963219
890.6,3018.8,0.3,938,0.0406,0.279198,0.935087,0.987633,0.960035
890.6,2254.4,0.4,898.6,0.0354,0.369215,0.926298,0.991269,0.957329
890.6,1798.6,0.5,879.2,0.023,0.456385,0.911384,0.988685,0.948072
890.6,1496.2,0.6,860.8,0.0204,0.527223,0.884123,0.998407,0.936361
890.6,1280.8,0.7,925.4,0.0162,0.641377,0.918071,0.995105,0.953527
890.6,1119.8,0.8,907.6,0.0144,0.695613,0.874287,0.999793,0.929659
890.6,994.6,0.9,903.6,0.0152,0.822878,0.918996,1,0.957097
