GT inlier,Correspondence,Adjust,Reduce,Total time, Inlier rate,Recall,Precision,F1-score
589.8,5623.4,0.1,879.2,0.4462,0.105089,0.958269,0.957969,0.957797
927,4698.4,0.2,1114.2,0.0856,0.19683,0.982648,0.983715,0.983101
969.2,3285,0.3,1000.4,0.0352,0.29438,0.985721,0.988018,0.986817
969.2,2453.2,0.4,913.8,0.025,0.395627,0.985596,0.98479,0.984992
969.2,1957.6,0.5,884.6,0.0186,0.492208,0.990828,0.996711,0.993695
969.2,1628.6,0.6,973.4,0.017,0.592597,0.993649,0.997948,0.995774
969.2,1394,0.7,952.2,0.015,0.686242,0.978482,0.990996,0.984593
969.2,1218.8,0.8,931.4,0.013,0.790863,0.993937,0.999412,0.996645
969.2,1082.2,0.9,955.4,0.0126,0.865449,0.965858,0.999563,0.981313
